species,elevation,soil_type,sepal_length,sepal_width,petal_length,petal_width,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
setosa,280.8,sandy,4.35,2.75,1.39,0.22,11.962499999999999,0.30579999999999996,1.5818181818181818,6.3181818181818175,3.129496402877698,12.5,2.96,2.53,4.92,23.69,45.4,3.458684721104252,0.5529918625079396,39.118705035971225
setosa,186.2,clay,4.63,4.47,1.18,0.47,20.696099999999998,0.5546,1.0357941834451903,2.5106382978723403,3.9237288135593222,9.51063829787234,3.45,4.0,4.86,26.61,57.58,4.549296648933766,0.7447147104764347,37.31716552470249
setosa,117.4,clay,5.46,3.15,1.29,0.3,17.198999999999998,0.387,1.7333333333333334,4.300000000000001,4.232558139534883,10.5,4.17,2.85,4.86,24.01,42.15,4.147167708207615,0.6220932405998316,44.44186046511627
setosa,225.6,clay,4.39,3.83,1.56,0.43,16.8137,0.6708000000000001,1.14621409921671,3.6279069767441863,2.814102564102564,8.906976744186046,2.8299999999999996,3.4,4.69,17.67,56.16,4.100451194685776,0.8190238091777309,25.065146094215862
setosa,214.7,sandy,4.48,2.4,1.54,0.27,10.752,0.41580000000000006,1.866666666666667,5.703703703703703,2.909090909090909,8.888888888888888,2.9400000000000004,2.13,4.83,17.91,50.19,3.2790242451070717,0.6448255578061404,25.858585858585858
setosa,297.3,loamy,4.96,3.61,1.64,0.34,17.9056,0.5576,1.373961218836565,4.823529411764706,3.024390243902439,10.617647058823529,3.3200000000000003,3.27,5.42,19.52,47.55,4.231500915750817,0.7467261881037788,32.111908177905306
setosa,116.3,loamy,5.37,3.01,1.2,0.31,16.1637,0.372,1.7840531561461797,3.8709677419354835,4.4750000000000005,9.709677419354838,4.17,2.6999999999999997,4.04,25.35,50.84,4.020410426809681,0.6099180272790763,43.4508064516129
setosa,218.0,clay,4.52,3.95,1.91,0.42,17.854,0.8021999999999999,1.1443037974683543,4.5476190476190474,2.3664921465968587,9.404761904761905,2.6099999999999994,3.5300000000000002,5.89,19.5,53.67,4.225399389406876,0.8956561840349231,22.25629518823236
setosa,63.0,sandy,5.74,2.73,1.54,0.32,15.670200000000001,0.4928,2.1025641025641026,4.8125,3.7272727272727275,8.53125,4.2,2.41,5.24,16.02,56.83,3.958560344367634,0.7019971509913697,31.798295454545457
setosa,78.4,clay,5.53,4.56,1.77,0.36,25.2168,0.6372,1.212719298245614,4.916666666666667,3.1242937853107344,12.666666666666666,3.7600000000000002,4.199999999999999,4.98,18.5,51.57,5.02163320046377,0.7982480817390042,39.5743879472693
setosa,51.0,sandy,4.9,2.56,1.51,0.23,12.544,0.3473,1.9140625,6.565217391304348,3.2450331125827816,11.130434782608695,3.3900000000000006,2.33,5.45,22.27,45.55,3.541750979388585,0.5893216439263028,36.11862942700835
setosa,299.9,clay,5.01,4.05,1.35,0.34,20.290499999999998,0.4590000000000001,1.237037037037037,3.9705882352941178,3.711111111111111,11.911764705882351,3.6599999999999997,3.71,4.27,22.07,50.28,4.504497752247191,0.677495387438173,44.20588235294117
setosa,250.6,sandy,4.87,3.85,1.5,0.37,18.7495,0.5549999999999999,1.264935064935065,4.054054054054054,3.2466666666666666,10.405405405405405,3.37,3.48,4.67,19.4,59.08,4.330069283510369,0.744983221287567,33.78288288288289
setosa,246.7,sandy,4.57,3.12,1.56,0.24,14.258400000000002,0.3744,1.4647435897435899,6.500000000000001,2.9294871794871797,13.000000000000002,3.0100000000000002,2.88,4.94,22.05,56.74,3.7760296609004547,0.6118823416311342,38.083333333333336
setosa,177.4,loamy,5.09,3.47,1.69,0.35,17.662300000000002,0.5914999999999999,1.4668587896253602,4.828571428571428,3.0118343195266273,9.914285714285715,3.4,3.12,5.68,13.18,54.54,4.202653923415537,0.76909037180295,29.860185967878284
setosa,125.0,clay,5.14,4.06,1.44,0.21,20.868399999999998,0.3024,1.2660098522167489,6.857142857142857,3.569444444444444,19.333333333333332,3.6999999999999997,3.8499999999999996,4.98,20.31,53.98,4.56819439166067,0.5499090833947008,69.00925925925925
setosa,87.8,loamy,5.33,3.63,1.63,0.26,19.3479,0.4238,1.4683195592286502,6.269230769230768,3.2699386503067487,13.96153846153846,3.7,3.37,5.23,22.58,53.5,4.398624785089085,0.6509992319503918,45.65337423312883
setosa,121.2,loamy,5.31,2.94,1.44,0.29,15.611399999999998,0.41759999999999997,1.8061224489795917,4.9655172413793105,3.6875,10.13793103448276,3.8699999999999997,2.65,4.71,17.5,55.79,3.9511264216676234,0.6462197768561405,37.38362068965517
setosa,144.0,sandy,5.63,3.26,1.7,0.27,18.3538,0.459,1.7269938650306749,6.296296296296296,3.311764705882353,12.074074074074073,3.9299999999999997,2.9899999999999998,5.24,17.49,47.72,4.284133517994041,0.677495387438173,39.98649237472767
setosa,239.1,clay,5.04,3.92,1.4,0.21,19.7568,0.294,1.2857142857142858,6.666666666666666,3.6,18.666666666666668,3.64,3.71,5.84,14.4,43.22,4.444862202588512,0.5422176684690383,67.2
setosa,184.9,sandy,5.09,3.27,1.51,0.59,16.6443,0.8908999999999999,1.5565749235474005,2.5593220338983054,3.3708609271523176,5.5423728813559325,3.58,2.68,5.5,24.77,50.35,4.079742638941824,0.9438749917229505,18.682568189471326
setosa,69.4,sandy,5.11,3.14,1.77,0.26,16.0454,0.4602,1.627388535031847,6.8076923076923075,2.8870056497175143,12.076923076923077,3.3400000000000003,2.88,4.96,17.84,45.91,4.005670979998232,0.6783804242458652,34.86614515428075
setosa,54.5,sandy,5.0,2.9,1.41,0.24,14.5,0.3384,1.7241379310344829,5.875,3.546099290780142,12.083333333333334,3.59,2.66,5.34,20.72,44.72,3.8078865529319543,0.5817215828899595,42.84869976359338
setosa,75.6,clay,5.49,3.03,1.97,0.18,16.6347,0.35459999999999997,1.8118811881188122,10.944444444444445,2.786802030456853,16.833333333333332,3.5200000000000005,2.8499999999999996,5.29,21.81,46.4,4.078565924439618,0.5954829972383762,46.911167512690355
setosa,152.6,clay,4.99,3.43,1.39,0.55,17.1157,0.7645,1.4548104956268222,2.527272727272727,3.589928057553957,6.236363636363636,3.6000000000000005,2.88,5.25,24.54,62.43,4.137112519620418,0.8743569065318807,22.38809679529104
setosa,283.3,sandy,4.66,2.97,1.42,0.33,13.840200000000001,0.4686,1.569023569023569,4.303030303030303,3.2816901408450705,9.0,3.24,2.64,5.56,19.54,50.68,3.720241927617074,0.6845436436049932,29.535211267605636
setosa,209.4,clay,5.67,4.02,1.58,0.29,22.7934,0.4582,1.41044776119403,5.448275862068966,3.5886075949367084,13.86206896551724,4.09,3.7299999999999995,5.55,18.38,51.81,4.774243395554944,0.6769047200308179,49.74552597119162
setosa,250.5,sandy,4.62,3.15,1.07,0.25,14.552999999999999,0.2675,1.4666666666666668,4.28,4.317757009345795,12.6,3.55,2.9,4.94,20.52,43.89,3.814839446162839,0.51720402163943,54.403738317757
setosa,166.6,clay,5.01,3.97,1.24,0.33,19.8897,0.4092,1.2619647355163728,3.7575757575757573,4.040322580645161,12.030303030303031,3.7699999999999996,3.64,5.32,23.85,40.78,4.459786990429027,0.6396874236687791,48.606304985337246
setosa,140.4,clay,5.04,3.48,1.33,0.27,17.5392,0.35910000000000003,1.4482758620689655,4.925925925925926,3.789473684210526,12.888888888888888,3.71,3.21,4.81,19.49,45.9,4.187982807987636,0.5992495306631453,48.84210526315789
setosa,77.1,loamy,4.8,3.89,1.99,0.32,18.672,0.6368,1.2339331619537275,6.21875,2.4120603015075375,12.15625,2.8099999999999996,3.5700000000000003,4.54,17.14,57.19,4.321110968258047,0.7979974937304002,29.321608040201003
setosa,269.0,sandy,4.39,2.83,1.92,0.29,12.4237,0.5568,1.5512367491166077,6.620689655172414,2.286458333333333,9.758620689655173,2.4699999999999998,2.54,4.87,15.38,51.67,3.524726939778456,0.7461903242471052,22.312679597701152
setosa,245.8,loamy,5.06,3.81,1.81,0.22,19.278599999999997,0.3982,1.3280839895013121,8.227272727272727,2.7955801104972373,17.318181818181817,3.2499999999999996,3.59,4.96,16.34,52.99,4.390740256494341,0.63103090257134,48.414364640883974
setosa,92.0,loamy,4.08,3.03,1.29,0.29,12.3624,0.3741,1.3465346534653466,4.448275862068966,3.1627906976744184,10.448275862068966,2.79,2.7399999999999998,4.17,22.59,53.69,3.516020477756067,0.6116371473349211,33.04570970328789
setosa,178.1,sandy,5.45,2.47,1.48,0.17,13.461500000000001,0.2516,2.2064777327935223,8.705882352941176,3.6824324324324325,14.529411764705882,3.97,2.3000000000000003,5.43,19.04,47.04,3.668991687098787,0.5015974481593781,53.503577106518286
setosa,171.8,sandy,5.43,2.38,1.33,0.2,12.923399999999999,0.266,2.2815126050420167,6.65,4.082706766917293,11.899999999999999,4.1,2.1799999999999997,3.62,18.18,56.94,3.5949130726625365,0.5157518783291051,48.584210526315786
setosa,206.3,clay,4.55,4.0,1.83,0.37,18.2,0.6771,1.1375,4.9459459459459465,2.4863387978142075,10.81081081081081,2.7199999999999998,3.63,6.36,17.85,46.84,4.266145801540309,0.8228608630868284,26.87933835474819
setosa,286.5,sandy,4.95,2.82,1.6,0.28,13.959,0.44800000000000006,1.7553191489361704,5.714285714285714,3.09375,10.07142857142857,3.35,2.54,5.75,20.26,57.03,3.7361745141253775,0.6693280212272605,31.15848214285714
setosa,194.9,loamy,5.45,2.84,1.45,0.34,15.478,0.493,1.9190140845070425,4.264705882352941,3.7586206896551726,8.352941176470587,4.0,2.5,4.87,19.28,52.21,3.934208942087342,0.7021395872616784,31.39553752535497
setosa,185.1,loamy,4.8,3.58,1.8,0.1,17.184,0.18000000000000002,1.3407821229050279,18.0,2.6666666666666665,35.8,3.0,3.48,5.0,19.18,41.05,4.145358850570117,0.42426406871192857,95.46666666666665
setosa,62.6,sandy,5.14,2.69,1.54,0.24,13.8266,0.3696,1.9107806691449813,6.416666666666667,3.3376623376623376,11.208333333333334,3.5999999999999996,2.45,5.15,24.05,46.26,3.7184136402503687,0.6079473661428265,37.40963203463203
setosa,65.7,loamy,5.26,3.16,1.31,0.37,16.6216,0.4847,1.6645569620253162,3.540540540540541,4.015267175572519,8.54054054054054,3.9499999999999997,2.79,4.71,24.61,41.08,4.076959651505028,0.6962039930939782,34.292552094078815
setosa,96.8,clay,5.55,4.1,1.86,0.34,22.755,0.6324000000000001,1.353658536585366,5.470588235294118,2.983870967741935,12.058823529411763,3.6899999999999995,3.76,5.1,15.17,55.82,4.7702201207072195,0.7952358140828417,35.9819734345351
setosa,58.1,loamy,5.49,3.59,1.37,0.26,19.7091,0.3562,1.52924791086351,5.269230769230769,4.007299270072992,13.807692307692307,4.12,3.33,4.93,20.98,49.88,4.439493214320752,0.596824932455071,55.33155530600786
setosa,235.8,clay,5.27,3.57,1.45,0.28,18.813899999999997,0.406,1.476190476190476,5.178571428571428,3.6344827586206896,12.749999999999998,3.8199999999999994,3.29,4.95,17.67,38.86,4.337499279538845,0.6371812928829597,46.339655172413785
setosa,230.8,loamy,4.84,3.79,1.58,0.29,18.3436,0.4582,1.2770448548812665,5.448275862068966,3.0632911392405062,13.06896551724138,3.26,3.5,5.09,19.26,51.88,4.282942913464993,0.6769047200308179,40.034046268005234
setosa,84.0,clay,5.68,3.66,1.62,0.36,20.7888,0.5832,1.5519125683060109,4.500000000000001,3.5061728395061724,10.166666666666668,4.06,3.3000000000000003,4.34,20.93,47.31,4.559473653833302,0.7636753236814714,35.646090534979415
setosa,259.0,clay,4.97,3.63,1.56,0.27,18.0411,0.4212,1.3691460055096418,5.777777777777778,3.1858974358974357,13.444444444444443,3.4099999999999997,3.36,5.02,19.36,42.58,4.247481606787721,0.6489992295835181,42.83262108262108
setosa,88.7,sandy,5.01,3.72,1.63,0.35,18.6372,0.5704999999999999,1.346774193548387,4.6571428571428575,3.0736196319018405,10.62857142857143,3.38,3.37,5.08,20.69,58.39,4.317082348067963,0.7553145040312677,32.66818580192814
setosa,125.3,clay,5.7,3.94,1.36,0.24,22.458000000000002,0.3264,1.4467005076142132,5.666666666666667,4.1911764705882355,16.416666666666668,4.34,3.7,5.06,22.02,50.54,4.738987233576389,0.5713142742834281,68.80514705882354
setosa,112.2,sandy,5.19,2.55,1.64,0.29,13.2345,0.4755999999999999,2.035294117647059,5.655172413793103,3.164634146341464,8.793103448275861,3.5500000000000007,2.26,4.89,20.88,48.53,3.637925232876564,0.6896375859826667,27.826955424726666
setosa,143.1,loamy,5.6,3.32,1.67,0.25,18.592,0.4175,1.686746987951807,6.68,3.3532934131736525,13.28,3.9299999999999997,3.07,5.57,18.06,48.0,4.3118441530277964,0.6461423991660042,44.531736526946105
setosa,113.7,loamy,5.32,3.14,1.39,0.21,16.704800000000002,0.2919,1.694267515923567,6.619047619047619,3.8273381294964035,14.952380952380954,3.9300000000000006,2.93,4.82,18.11,42.43,4.087150596687135,0.5402777063696039,57.227817745803364
setosa,172.2,loamy,4.94,3.19,1.4,0.26,15.758600000000001,0.364,1.54858934169279,5.384615384615384,3.528571428571429,12.269230769230768,3.5400000000000005,2.9299999999999997,5.11,15.68,43.48,3.9697103168871153,0.6033241251599343,43.292857142857144
setosa,151.9,clay,4.43,3.23,1.54,0.39,14.3089,0.6006,1.371517027863777,3.9487179487179485,2.8766233766233764,8.282051282051281,2.8899999999999997,2.84,5.65,17.44,56.42,3.7827106682906635,0.7749838707999025,23.82434232434232
setosa,296.6,loamy,5.0,3.96,1.22,0.33,19.8,0.4026,1.2626262626262625,3.696969696969697,4.098360655737705,12.0,3.7800000000000002,3.63,4.96,25.89,47.63,4.449719092257398,0.6345076831686123,49.18032786885246
setosa,64.0,loamy,5.22,3.05,1.8,0.27,15.920999999999998,0.48600000000000004,1.7114754098360656,6.666666666666666,2.9,11.296296296296294,3.42,2.78,5.11,17.62,50.11,3.9901127803609757,0.6971370023173351,32.75925925925925
setosa,85.5,sandy,5.3,2.59,1.58,0.16,13.726999999999999,0.2528,2.0463320463320462,9.875,3.354430379746835,16.1875,3.7199999999999998,2.4299999999999997,4.95,16.42,39.78,3.7049966261793004,0.5027922035990614,54.299841772151886
setosa,63.2,sandy,5.11,2.96,1.66,0.37,15.1256,0.6142,1.7263513513513515,4.486486486486486,3.0783132530120487,8.0,3.45,2.59,5.62,20.96,43.41,3.8891644346825966,0.7837091297158659,24.626506024096386
setosa,206.5,loamy,4.99,3.45,1.61,0.27,17.215500000000002,0.43470000000000003,1.4463768115942028,5.962962962962963,3.0993788819875774,12.777777777777777,3.38,3.18,4.87,19.67,53.05,4.149156540792357,0.6593178292750773,39.60317460317461
setosa,63.6,loamy,5.26,3.47,1.62,0.26,18.252200000000002,0.4212,1.515850144092219,6.230769230769231,3.2469135802469133,13.346153846153847,3.6399999999999997,3.21,5.64,19.41,51.89,4.272259355423077,0.6489992295835181,43.333808167141505
setosa,259.1,clay,5.69,3.43,1.67,0.49,19.516700000000004,0.8182999999999999,1.6588921282798834,3.4081632653061225,3.4071856287425155,7.000000000000001,4.0200000000000005,2.9400000000000004,4.95,24.23,58.77,4.417770931137105,0.9045993588324059,23.850299401197613
setosa,178.0,clay,5.71,3.43,1.58,0.37,19.5853,0.5846,1.6647230320699709,4.27027027027027,3.613924050632911,9.27027027027027,4.13,3.06,4.57,21.65,56.71,4.4255282170606485,0.7645913941446111,33.502052685596986
setosa,181.8,loamy,4.16,3.13,1.36,0.24,13.0208,0.3264,1.3290734824281152,5.666666666666667,3.0588235294117645,13.041666666666666,2.8,2.8899999999999997,5.34,18.41,48.85,3.6084345636300514,0.5713142742834281,39.8921568627451
setosa,190.4,sandy,5.05,3.49,1.37,0.25,17.6245,0.3425,1.446991404011461,5.48,3.6861313868613133,13.96,3.6799999999999997,3.24,4.85,18.73,52.36,4.1981543563809085,0.5852349955359812,51.45839416058394
setosa,92.7,loamy,4.88,3.61,1.81,0.25,17.616799999999998,0.4525,1.3518005540166205,7.24,2.6961325966850826,14.44,3.07,3.36,5.31,18.49,48.42,4.197237186531159,0.6726812023536856,38.93215469613259
setosa,99.4,clay,5.72,3.68,1.19,0.5,21.0496,0.595,1.5543478260869563,2.38,4.80672268907563,7.36,4.529999999999999,3.18,3.64,22.62,60.27,4.587984306860694,0.7713624310270756,35.37747899159665
setosa,129.7,sandy,5.27,3.32,1.32,0.36,17.496399999999998,0.4752,1.5873493975903614,3.666666666666667,3.9924242424242418,9.222222222222221,3.9499999999999993,2.96,5.0,19.08,55.75,4.182869828239936,0.6893475175845635,36.819023569023564
setosa,198.4,sandy,4.91,2.8,1.29,0.14,13.748,0.1806,1.7535714285714288,9.214285714285714,3.806201550387597,19.999999999999996,3.62,2.6599999999999997,4.77,14.62,50.85,3.707829553795589,0.42497058721751557,76.12403100775192
setosa,102.5,clay,4.86,3.63,1.45,0.35,17.6418,0.5075,1.3388429752066118,4.142857142857143,3.351724137931035,10.371428571428572,3.41,3.28,4.47,19.86,51.0,4.200214280248092,0.7123903424387503,34.762167487684735
setosa,79.1,loamy,5.55,3.01,1.7,0.31,16.705499999999997,0.527,1.8438538205980066,5.483870967741935,3.264705882352941,9.709677419354838,3.8499999999999996,2.6999999999999997,4.72,15.39,57.22,4.087236230021455,0.7259476565152615,31.69924098671726
setosa,292.5,loamy,5.05,3.14,1.07,0.47,15.857,0.5029,1.60828025477707,2.276595744680851,4.719626168224298,6.680851063829788,3.9799999999999995,2.67,4.71,26.55,52.9,3.9820848810641896,0.709154426059656,31.531119506860207
setosa,55.5,loamy,5.73,3.52,1.98,0.32,20.169600000000003,0.6336,1.6278409090909092,6.1875,2.893939393939394,11.0,3.7500000000000004,3.2,4.98,17.1,57.79,4.491057781859414,0.795989949685296,31.833333333333336
setosa,250.7,clay,4.74,4.15,1.7,0.41,19.671000000000003,0.697,1.1421686746987951,4.146341463414634,2.7882352941176474,10.121951219512196,3.04,3.74,4.32,19.51,39.03,4.435200108225107,0.8348652585896721,28.22238163558107
setosa,247.0,sandy,4.59,3.15,1.6,0.38,14.458499999999999,0.6080000000000001,1.457142857142857,4.2105263157894735,2.86875,8.289473684210526,2.9899999999999998,2.77,5.16,20.77,52.31,3.8024334313699693,0.7797435475847172,23.78042763157894
setosa,124.3,clay,4.82,2.91,1.85,0.19,14.026200000000001,0.35150000000000003,1.6563573883161513,9.736842105263158,2.6054054054054054,15.31578947368421,2.97,2.72,5.68,19.13,47.42,3.7451568725488658,0.5928743543112656,39.90384068278805
setosa,83.9,loamy,5.84,3.44,1.59,0.39,20.0896,0.6201000000000001,1.697674418604651,4.076923076923077,3.672955974842767,8.82051282051282,4.25,3.05,5.14,19.13,58.78,4.482142344906061,0.7874642849044013,32.39735526527979
setosa,86.4,clay,4.66,3.72,1.92,0.27,17.3352,0.5184,1.2526881720430108,7.111111111111111,2.4270833333333335,13.777777777777777,2.74,3.45,5.4,21.27,57.73,4.163556172312318,0.72,33.43981481481482
setosa,224.4,sandy,4.18,2.86,1.5,0.33,11.954799999999999,0.495,1.4615384615384615,4.545454545454545,2.7866666666666666,8.666666666666666,2.6799999999999997,2.53,5.55,24.58,50.16,3.4575714020103763,0.7035623639735145,24.15111111111111
setosa,210.7,clay,5.08,3.38,1.3,0.47,17.1704,0.611,1.502958579881657,2.765957446808511,3.9076923076923076,7.191489361702128,3.7800000000000002,2.91,5.62,22.3,57.68,4.1437181371323994,0.7816648898345121,28.10212765957447
